Unnamed: 0,Inspect ID,Style Code,Order Number,Line Number,Quantity,User Code,Defect Found,Created Date,Maint Date,single_digit_year
2614,9781,37,65600,Cool Kids Bike,1,1,0,20210312,20210312,0
2615,9783,175,65600,Wheel Chair,1,1,0,20210312,20210312,0
2616,9784,175,65600,Wheel Chair,2,1,0,20210312,20210312,0
2617,9785,208,62066,Wheel Chair,2,1,0,20270312,20210312,6
2618,9786,208,62066,Wheel Chair,1,1,0,20270312,20210312,6
2619,9787,421,55211,Wheel Chair,2,1,0,20220312,20210312,1
2620,9788,421,55211,Wheel Chair,2,1,0,20220312,20210312,1
2621,9789,421,55211,Wheel Chair,1,1,0,20220312,20210312,1
2622,9790,421,55211,Wheel Chair,1,1,0,20220312,20210312,1
2623,9791,527,51431,Cool Kids Bike,1,1,0,20220312,20210312,1
2624,9792,527,51431,Cool Kids Bike,1,1,0,20220312,20210312,1
2625,9793,527,51431,Cool Kids Bike,1,1,0,20220312,20210312,1
2626,9794,527,51431,Cool Kids Bike,1,1,0,20220312,20210312,1
2627,9795,158,51688,Cool Kids Bike,1,1,0,20290312,20210312,8
2628,9796,481,51688,Wheel Chair,1,1,0,20290312,20210312,8
2629,9797,63,53891,Wheel Chair,1,1,0,20220312,20210312,1
2630,9798,63,53891,Wheel Chair,2,1,0,20220312,20210312,1
2631,9697,490,62342,Cool Kids Bike,1,1,0,20230311,20210311,2
2632,9698,528,61229,Cool Kids Bike,1,1,0,20300311,20210311,9
2633,9699,529,60694,Cool Kids Bike,1,1,0,20250311,20210311,4
2634,9700,60,51989,Cool Kids Bike,1,1,0,20300311,20210311,9
2635,9701,60,51989,Cool Kids Bike,2,1,0,20300311,20210311,9
2636,9702,272,52112,Boring Kids Bike,2,1,0,20230311,20210311,2
2637,9703,272,52112,Boring Kids Bike,1,1,0,20230311,20210311,2
2638,9704,169,51074,Wheel Chair,1,1,0,20250311,20210311,4
2639,9705,64,50085,Wheel Chair,2,1,0,20260311,20210311,5
2640,9706,64,50085,Wheel Chair,1,1,0,20260311,20210311,5
2641,9707,6,50085,Wheel Chair,1,1,0,20260311,20210311,5
2642,9708,530,63687,Cool Kids Bike,1,1,0,20280311,20210311,7
2643,9709,531,61904,Cool Kids Bike,1,1,0,20250311,20210311,4
2644,9710,532,62330,Cool Kids Bike,1,1,0,20210311,20210311,0
2645,9711,110,57305,Wheel Chair,1,1,0,20260311,20210311,5
2646,9712,110,57305,Wheel Chair,1,1,0,20260311,20210311,5
2647,9713,475,57305,Wheel Chair,1,1,0,20260311,20210311,5
2648,9714,475,57305,Wheel Chair,1,1,0,20260311,20210311,5
2649,9715,475,57305,Wheel Chair,1,1,0,20260311,20210311,5
2650,9716,178,42407,Cool Kids Bike,1,1,0,20280311,20210311,7
2651,9717,11,52650,Cool Kids Bike,1,1,0,20210311,20210311,0
2652,9718,114,51792,Adult Road Bike,1,1,0,20230311,20210311,2
2653,9719,288,52276,Cool Kids Bike,1,1,0,20270311,20210311,6
2654,9720,97,56508,Wheel Chair,1,1,0,20290311,20210311,8
2655,9721,531,37169,Wheel Chair,1,1,0,20300311,20210311,9
2656,9722,494,58611,Cool Kids Bike,1,1,0,20220311,20210311,1
2657,9723,134,60587,Cool Kids Bike,1,1,0,20280311,20210311,7
2658,9724,533,54661,Wheel Chair,1,1,0,20220311,20210311,1
2659,9725,533,54661,Wheel Chair,1,1,0,20220311,20210311,1
2660,9726,533,54661,Wheel Chair,1,1,0,20220311,20210311,1
2661,9727,533,54661,Wheel Chair,1,1,0,20220311,20210311,1
2662,9728,533,54661,Wheel Chair,1,1,0,20220311,20210311,1
2663,9729,38,51718,Cool Kids Bike,1,1,0,20290311,20210311,8
2664,9730,38,51718,Cool Kids Bike,2,1,0,20290311,20210311,8
2665,9731,534,61358,Wheel Chair,1,1,0,20290311,20210311,8
2666,9732,39,51718,Wheel Chair,1,1,0,20290311,20210311,8
2667,9734,131,50988,Cool Kids Bike,1,1,0,20290311,20210311,8
2668,9735,131,50988,Cool Kids Bike,1,1,0,20290311,20210311,8
2669,9736,131,50988,Cool Kids Bike,1,1,0,20290311,20210311,8
2670,9737,131,50988,Cool Kids Bike,1,1,0,20290311,20210311,8
2671,9738,477,3988,Wheel Chair,1,1,0,20290311,20210311,8
2672,9739,35,62040,Cool Kids Bike,1,1,0,20210311,20210311,0
2673,9740,43,3989,Cool Kids Bike,1,1,0,20300311,20210311,9
2674,9741,43,3989,Cool Kids Bike,1,1,0,20300311,20210311,9
2675,9742,535,3991,Cool Kids Bike,1,1,0,20220311,20210311,1
2676,9743,535,3991,Cool Kids Bike,1,1,0,20220311,20210311,1
2677,9744,18,3990,Cool Kids Bike,1,1,0,20210311,20210311,0
2678,9745,18,3990,Cool Kids Bike,1,1,0,20210311,20210311,0
2679,9746,43,3988,Wheel Chair,1,1,0,20290311,20210311,8
2680,9747,226,57936,Cool Kids Bike,1,1,0,20270311,20210311,6
2681,9748,226,57936,Cool Kids Bike,1,1,0,20270311,20210311,6
2682,9749,226,57936,Cool Kids Bike,2,1,0,20270311,20210311,6
2683,9750,226,57936,Cool Kids Bike,2,1,0,20270311,20210311,6
2684,9751,161,42602,Cool Kids Bike,1,1,0,20230311,20210311,2
2685,9752,529,62259,Wheel Chair,1,1,0,20300311,20210311,9
2686,9753,536,63327,Boring Kids Bike,1,1,0,20280311,20210311,7
2687,9754,256,53920,Cool Kids Bike,2,1,0,20210311,20210311,0
2688,9755,256,53920,Cool Kids Bike,1,1,0,20210311,20210311,0
2689,9756,60,51531,Cool Kids Bike,1,1,0,20220311,20210311,1
2690,9757,60,51531,Cool Kids Bike,2,1,0,20220311,20210311,1
2691,9650,16,51720,Wheel Chair,1,1,0,20210310,20210310,0
2692,9651,16,51720,Wheel Chair,2,1,0,20210310,20210310,0
2693,9652,537,95614,Adult Road Bike,1,1,0,20250310,20210310,4
2694,9653,537,95614,Adult Road Bike,1,1,0,20250310,20210310,4
2695,9654,537,95614,Adult Road Bike,1,1,0,20250310,20210310,4
2696,9655,41,61483,Adult Mountain Bike,1,1,0,20240310,20210310,3
2697,9656,82,51226,Cool Kids Bike,1,1,0,20270310,20210310,6
2698,9657,16,51172,Cool Kids Bike,1,1,0,20230310,20210310,2
2699,9658,60,51226,Wheel Chair,2,1,0,20270310,20210310,6
2700,9659,60,51226,Wheel Chair,1,1,0,20270310,20210310,6
2701,9660,45,51720,Wheel Chair,1,1,0,20210310,20210310,0
2702,9661,60,51720,Wheel Chair,1,1,0,20210310,20210310,0
2703,9662,60,51720,Wheel Chair,2,1,0,20210310,20210310,0
2704,9663,17,51444,Wheel Chair,1,1,0,20250310,20210310,4
2705,9664,134,60064,Wheel Chair,1,1,0,20250310,20210310,4
2706,9665,538,62700,Cool Kids Bike,1,1,0,20210310,20210310,0
2707,9666,480,52020,Cool Kids Bike,1,1,0,20210310,20210310,0
2708,9667,480,52020,Cool Kids Bike,2,1,0,20210310,20210310,0
2709,9668,180,51453,Cool Kids Bike,2,1,0,20240310,20210310,3
2710,9669,180,51453,Cool Kids Bike,1,1,0,20240310,20210310,3
2711,9670,178,50693,Wheel Chair,1,1,0,20240310,20210310,3
2712,9671,529,62056,Cool Kids Bike,1,1,0,20270310,20210310,6
2713,9672,539,61372,Cool Kids Bike,1,1,0,20230310,20210310,2
2714,9673,416,60806,Cool Kids Bike,1,1,0,20270310,20210310,6
2715,9674,100,57450,Wheel Chair,1,1,0,20210310,20210310,0
2716,9675,540,61821,Cool Kids Bike,1,1,0,20220310,20210310,1
2717,9676,19,60803,Cool Kids Bike,1,1,0,20240310,20210310,3
2718,9677,19,60803,Cool Kids Bike,2,1,0,20240310,20210310,3
2719,9678,60,52164,Cool Kids Bike,2,1,0,20250310,20210310,4
2720,9679,60,52164,Cool Kids Bike,1,1,0,20250310,20210310,4
2721,9680,64,52164,Wheel Chair,1,1,0,20250310,20210310,4
2722,9681,541,63315,Cool Kids Bike,1,1,0,20260310,20210310,5
2723,9682,136,62047,Cool Kids Bike,1,1,0,20280310,20210310,7
2724,9683,22,45246,Cool Kids Bike,1,1,0,20270310,20210310,6
2725,9684,10,63930,Cool Kids Bike,1,1,0,20210310,20210310,0
2726,9685,3,95101,Wheel Chair,1,1,0,20220310,20210310,1
2727,9686,3,95101,Wheel Chair,1,1,0,20220310,20210310,1
2728,9687,3,95101,Wheel Chair,1,1,0,20220310,20210310,1
2729,9688,3,95101,Wheel Chair,2,1,0,20220310,20210310,1
2730,9689,3,95101,Wheel Chair,2,1,0,20220310,20210310,1
2731,9690,3,95101,Wheel Chair,2,1,0,20220310,20210310,1
2732,9691,185,56484,Cool Kids Bike,1,1,0,20250310,20210310,4
2733,9692,252,64865,Cool Kids Bike,1,1,0,20260310,20210310,5
2734,9693,227,52553,Wheel Chair,2,1,0,20240310,20210310,3
2735,9694,227,52553,Wheel Chair,1,1,0,20240310,20210310,3
2736,9695,50,52553,Wheel Chair,1,1,0,20240310,20210310,3
2737,9696,134,55273,Cool Kids Bike,1,1,0,20240310,20210310,3
2738,9595,542,61792,Wheel Chair,1,1,0,20230309,20210309,2
2739,9596,543,61174,Adult Road Bike,1,1,0,20250309,20210309,4
2740,9597,2,54168,Cool Kids Bike,1,1,0,20290309,20210309,8
2741,9598,2,54168,Cool Kids Bike,2,1,0,20290309,20210309,8
2742,9599,167,28897,Cool Kids Bike,1,1,0,20280309,20210309,7
2743,9600,167,28897,Cool Kids Bike,1,1,0,20280309,20210309,7
2744,9601,167,28897,Cool Kids Bike,1,1,0,20280309,20210309,7
2745,9602,167,28897,Cool Kids Bike,1,1,0,20280309,20210309,7
2746,9603,201,51429,Cool Kids Bike,1,1,0,20300309,20210309,9
2747,9604,544,58271,Wheel Chair,1,1,0,20220309,20210309,1
2748,9605,510,60293,Wheel Chair,1,1,0,20240309,20210309,3
2749,9606,381,62043,Cool Kids Bike,1,1,0,20240309,20210309,3
2750,9607,528,62670,Cool Kids Bike,1,1,0,20210309,20210309,0
2751,9608,545,63054,Adult Mountain Bike,1,1,0,20250309,20210309,4
2752,9609,529,54651,Cool Kids Bike,1,1,0,20220309,20210309,1
2753,9610,546,61743,Cool Kids Bike,1,1,0,20240309,20210309,3
2754,9611,547,54321,Cool Kids Bike,1,1,0,20220309,20210309,1
2755,9612,172,62890,Cool Kids Bike,1,1,0,20210309,20210309,0
2756,9613,163,62383,Cool Kids Bike,1,1,0,20240309,20210309,3
2757,9614,179,55961,Cool Kids Bike,1,1,0,20220309,20210309,1
2758,9615,179,55961,Cool Kids Bike,2,1,0,20220309,20210309,1
2759,9616,272,59058,Cool Kids Bike,2,1,0,20290309,20210309,8
2760,9617,272,59058,Cool Kids Bike,1,1,0,20290309,20210309,8
2761,9618,256,50713,Cool Kids Bike,1,1,0,20240309,20210309,3
2762,9619,41,51444,Cool Kids Bike,1,1,0,20250309,20210309,4
2763,9620,102,47970,Cool Kids Bike,2,1,0,20210309,20210309,0
2764,9621,15,47970,Boring Kids Bike,1,1,0,20210309,20210309,0
2765,9622,51,34497,Cool Kids Bike,1,1,0,20280309,20210309,7
2766,9623,51,34497,Cool Kids Bike,1,1,0,20280309,20210309,7
2767,9624,51,34497,Cool Kids Bike,1,1,0,20280309,20210309,7
2768,9625,179,51065,Adult Road Bike,2,1,0,20260309,20210309,5
2769,9626,179,51065,Adult Road Bike,1,1,0,20260309,20210309,5
2770,9627,102,47970,Cool Kids Bike,1,1,0,20210309,20210309,0
2771,9628,43,3988,Wheel Chair,1,1,0,20290309,20210309,8
2772,9629,477,3988,Wheel Chair,1,1,0,20290309,20210309,8
2773,9630,477,4252,Cool Kids Bike,2,1,0,20230309,20210309,2
2774,9631,477,4252,Cool Kids Bike,2,1,0,20230309,20210309,2
2775,9632,477,4252,Cool Kids Bike,1,1,0,20230309,20210309,2
2776,9633,477,4252,Cool Kids Bike,1,1,0,20230309,20210309,2
2777,9634,186,61692,Cool Kids Bike,1,1,0,20230309,20210309,2
2778,9635,186,61692,Cool Kids Bike,2,1,0,20230309,20210309,2
2779,9636,10,63688,Cool Kids Bike,1,1,0,20290309,20210309,8
2780,9637,548,60863,Cool Kids Bike,1,1,0,20240309,20210309,3
2781,9638,91,50405,Cool Kids Bike,1,1,0,20260309,20210309,5
2782,9639,193,58749,Cool Kids Bike,1,1,0,20300309,20210309,9
2783,9640,89,53179,Cool Kids Bike,1,1,0,20300309,20210309,9
2784,9641,89,53179,Cool Kids Bike,2,1,0,20300309,20210309,9
2785,9642,549,61443,Cool Kids Bike,1,1,0,20240309,20210309,3
2786,9643,550,60393,Cool Kids Bike,1,1,0,20240309,20210309,3
2787,9644,551,63240,Wheel Chair,1,1,0,20210309,20210309,0
2788,9645,77,50623,Wheel Chair,1,1,0,20240309,20210309,3
2789,9646,77,50623,Wheel Chair,2,1,0,20240309,20210309,3
2790,9647,41,50623,Wheel Chair,1,1,0,20240309,20210309,3
2791,9648,545,63219,Cool Kids Bike,1,1,0,20300309,20210309,9
2792,9649,531,62223,Wheel Chair,1,1,0,20240309,20210309,3
2793,9539,92,48848,Wheel Chair,1,1,0,20290308,20210308,8
2794,9540,100,62343,Wheel Chair,1,1,0,20240308,20210308,3
2795,9541,552,54072,Cool Kids Bike,1,1,0,20230308,20210308,2
2796,9542,553,59266,Adult Road Bike,1,1,0,20270308,20210308,6
2797,9543,554,61844,Wheel Chair,1,1,0,20250308,20210308,4
2798,9544,554,61844,Wheel Chair,2,1,0,20250308,20210308,4
2799,9545,6,50924,Cool Kids Bike,2,1,0,20250308,20210308,4
2800,9546,370,49277,Cool Kids Bike,1,1,0,20280308,20210308,7
2801,9547,313,49277,Wheel Chair,1,1,0,20280308,20210308,7
2802,9548,526,86211,Wheel Chair,1,1,0,20220308,20210308,1
2803,9549,555,95614,Boring Kids Bike,1,1,0,20250308,20210308,4
2804,9551,555,95614,Boring Kids Bike,1,1,0,20250308,20210308,4
2805,9552,555,95614,Boring Kids Bike,1,1,0,20250308,20210308,4
2806,9553,6,50924,Cool Kids Bike,1,1,0,20250308,20210308,4
2807,9554,556,62140,Cool Kids Bike,1,1,0,20210308,20210308,0
2808,9555,177,57821,Cool Kids Bike,1,1,0,20220308,20210308,1
2809,9556,557,50673,Cool Kids Bike,1,1,0,20240308,20210308,3
2810,9557,557,50673,Cool Kids Bike,2,1,0,20240308,20210308,3
2811,9558,558,59266,Boring Kids Bike,1,1,0,20270308,20210308,6
2812,9559,558,59266,Boring Kids Bike,2,1,0,20270308,20210308,6
2813,9560,553,59266,Adult Road Bike,2,1,0,20270308,20210308,6
2814,9561,154,47184,Cool Kids Bike,1,1,0,20250308,20210308,4
2815,9562,154,47184,Cool Kids Bike,2,1,0,20250308,20210308,4
2816,9563,110,34497,Adult Road Bike,2,1,0,20280308,20210308,7
2817,9564,110,34497,Adult Road Bike,2,1,0,20280308,20210308,7
2818,9565,110,34497,Adult Road Bike,1,1,0,20280308,20210308,7
2819,9566,110,34497,Adult Road Bike,1,1,0,20280308,20210308,7
2820,9567,511,56074,Cool Kids Bike,1,1,0,20250308,20210308,4
2821,9568,74,51191,Cool Kids Bike,1,1,0,20220308,20210308,1
2822,9569,496,52679,Wheel Chair,1,1,0,20300308,20210308,9
2823,9570,496,52679,Wheel Chair,1,1,0,20300308,20210308,9
2824,9571,496,52679,Wheel Chair,1,1,0,20300308,20210308,9
2825,9572,265,62240,Cool Kids Bike,1,1,0,20210308,20210308,0
2826,9573,462,62240,Boring Kids Bike,1,1,0,20210308,20210308,0
2827,9574,462,62240,Boring Kids Bike,2,1,0,20210308,20210308,0
2828,9575,222,56960,Cool Kids Bike,1,1,0,20210308,20210308,0
2829,9576,53,62874,Cool Kids Bike,1,1,0,20250308,20210308,4
2830,9577,241,52679,Wheel Chair,1,1,0,20300308,20210308,9
2831,9578,241,52679,Wheel Chair,1,1,0,20300308,20210308,9
2832,9579,6,48946,Wheel Chair,2,1,0,20270308,20210308,6
2833,9580,6,48946,Wheel Chair,1,1,0,20270308,20210308,6
2834,9581,28,61948,Adult Mountain Bike,1,1,0,20290308,20210308,8
2835,9582,28,61948,Adult Mountain Bike,1,1,0,20290308,20210308,8
2836,9583,494,50553,Cool Kids Bike,2,1,0,20240308,20210308,3
2837,9584,494,50553,Cool Kids Bike,1,1,0,20240308,20210308,3
2838,9585,122,61050,Cool Kids Bike,2,1,0,20210308,20210308,0
2839,9586,122,61050,Cool Kids Bike,1,1,0,20210308,20210308,0
2840,9587,194,62385,Adult Road Bike,1,1,0,20260308,20210308,5
2841,9588,194,62385,Adult Road Bike,1,1,0,20260308,20210308,5
2842,9589,194,62385,Adult Road Bike,1,1,0,20260308,20210308,5
2843,9590,194,62385,Adult Road Bike,1,1,0,20260308,20210308,5
2844,9591,559,58229,Cool Kids Bike,1,1,0,20300308,20210308,9
2845,9592,560,64731,Cool Kids Bike,1,1,0,20220308,20210308,1
2846,9593,561,61174,Cool Kids Bike,1,1,0,20250308,20210308,4
2847,9594,454,42002,Boring Kids Bike,1,1,0,20230308,20210308,2
2848,9476,285,50941,Cool Kids Bike,1,1,0,20220305,20210305,1
2849,9477,120,50085,Adult Road Bike,1,1,0,20260305,20210305,5
2850,9478,120,50085,Adult Road Bike,1,1,0,20260305,20210305,5
2851,9479,120,50085,Adult Road Bike,1,1,0,20260305,20210305,5
2852,9480,120,50085,Adult Road Bike,1,1,0,20260305,20210305,5
2853,9481,120,50085,Adult Road Bike,1,1,0,20260305,20210305,5
2854,9482,562,51083,Adult Mountain Bike,1,1,0,20240305,20210305,3
2855,9483,562,51083,Adult Mountain Bike,1,1,0,20240305,20210305,3
2856,9484,562,51083,Adult Mountain Bike,1,1,0,20240305,20210305,3
2857,9485,379,62224,Cool Kids Bike,1,1,0,20250305,20210305,4
2858,9486,158,57891,Adult Mountain Bike,2,1,0,20220305,20210305,1
2859,9487,158,57891,Adult Mountain Bike,1,1,0,20220305,20210305,1
2860,9488,563,61302,Cool Kids Bike,1,1,0,20230305,20210305,2
2861,9489,538,60311,Cool Kids Bike,1,1,0,20220305,20210305,1
2862,9490,3,61020,Wheel Chair,2,1,0,20210305,20210305,0
2863,9491,3,61020,Wheel Chair,2,1,0,20210305,20210305,0
2864,9492,0,56520,Wheel Chair,1,1,0,20210305,20210305,0
2865,9493,0,56520,Wheel Chair,1,1,0,20210305,20210305,0
2866,9494,0,56520,Wheel Chair,1,1,0,20210305,20210305,0
2867,9495,201,43013,Cool Kids Bike,1,1,0,20240305,20210305,3
2868,9496,186,61516,Cool Kids Bike,1,1,0,20270305,20210305,6
2869,9497,3,61020,Wheel Chair,2,1,0,20210305,20210305,0
2870,9498,564,60987,Wheel Chair,1,1,0,20280305,20210305,7
2871,9499,87,60446,Wheel Chair,1,1,0,20270305,20210305,6
2872,9500,100,62880,Wheel Chair,1,1,0,20210305,20210305,0
2873,9501,54,49927,Cool Kids Bike,2,1,0,20280305,20210305,7
2874,9502,54,49927,Cool Kids Bike,1,1,0,20280305,20210305,7
2875,9503,6,51410,Cool Kids Bike,1,1,0,20210305,20210305,0
2876,9504,6,51410,Cool Kids Bike,2,1,0,20210305,20210305,0
2877,9505,440,47041,Cool Kids Bike,1,1,0,20220305,20210305,1
2878,9506,440,47041,Cool Kids Bike,1,1,0,20220305,20210305,1
2879,9507,158,50690,Cool Kids Bike,2,1,0,20210305,20210305,0
2880,9508,158,50690,Cool Kids Bike,1,1,0,20210305,20210305,0
2881,9509,16,47041,Wheel Chair,2,1,0,20220305,20210305,1
2882,9510,16,47041,Wheel Chair,1,1,0,20220305,20210305,1
2883,9511,565,61020,Wheel Chair,1,1,0,20210305,20210305,0
2884,9512,565,61020,Wheel Chair,1,1,0,20210305,20210305,0
2885,9513,565,61020,Wheel Chair,1,1,0,20210305,20210305,0
2886,9514,3,61020,Wheel Chair,1,1,0,20210305,20210305,0
2887,9515,3,61020,Wheel Chair,1,1,0,20210305,20210305,0
2888,9516,3,61020,Wheel Chair,1,1,0,20210305,20210305,0
2889,9517,566,59150,Wheel Chair,1,1,0,20210305,20210305,0
2890,9518,38,50506,Cool Kids Bike,2,1,0,20270305,20210305,6
2891,9520,38,50506,Cool Kids Bike,1,1,0,20270305,20210305,6
2892,9521,440,47041,Cool Kids Bike,1,1,0,20220305,20210305,1
2893,9522,440,47041,Cool Kids Bike,1,1,0,20220305,20210305,1
2894,9523,10,62440,Cool Kids Bike,1,1,0,20210305,20210305,0
2895,9524,409,47979,Cool Kids Bike,1,1,0,20300305,20210305,9
2896,9525,409,47979,Cool Kids Bike,1,1,0,20300305,20210305,9
2897,9526,409,47979,Cool Kids Bike,1,1,0,20300305,20210305,9
2898,9527,409,47979,Cool Kids Bike,1,1,0,20300305,20210305,9
2899,9528,409,47979,Cool Kids Bike,1,1,0,20300305,20210305,9
2900,9529,283,53839,Cool Kids Bike,1,1,0,20300305,20210305,9
2901,9530,9,61814,Cool Kids Bike,1,1,0,20250305,20210305,4
2902,9531,190,60387,Wheel Chair,1,1,0,20280305,20210305,7
2903,9532,481,51413,Wheel Chair,1,1,0,20240305,20210305,3
2904,9533,16,47937,Cool Kids Bike,2,1,0,20280305,20210305,7
2905,9534,16,47937,Cool Kids Bike,1,1,0,20280305,20210305,7
2906,9535,16,51532,Adult Mountain Bike,1,1,0,20230305,20210305,2
2907,9536,16,51532,Adult Mountain Bike,2,1,0,20230305,20210305,2
2908,9537,90,51782,Wheel Chair,1,1,0,20230305,20210305,2
2909,9538,190,60184,Cool Kids Bike,1,1,0,20250305,20210305,4
2910,9416,48,51330,Cool Kids Bike,1,1,0,20210304,20210304,0
2911,9417,256,61285,Wheel Chair,1,1,0,20260304,20210304,5
2912,9418,567,60827,Cool Kids Bike,1,1,0,20280304,20210304,7
2913,9419,105,63935,Cool Kids Bike,1,1,0,20260304,20210304,5
2914,9420,10,65722,Cool Kids Bike,1,1,0,20230304,20210304,2
2915,9421,252,63677,Cool Kids Bike,1,1,0,20280304,20210304,7
2916,9422,198,57177,Cool Kids Bike,1,1,0,20280304,20210304,7
2917,9423,568,58526,Wheel Chair,1,1,0,20270304,20210304,6
2918,9424,552,61927,Cool Kids Bike,1,1,0,20280304,20210304,7
2919,9425,552,53717,Adult Mountain Bike,1,1,0,20280304,20210304,7
2920,9426,181,61286,Wheel Chair,1,1,0,20270304,20210304,6
2921,9427,10,63930,Cool Kids Bike,1,1,0,20210304,20210304,0
2922,9428,158,51414,Adult Road Bike,1,1,0,20250304,20210304,4
2923,9429,569,45244,Cool Kids Bike,1,1,0,20250304,20210304,4
2924,9430,569,45244,Cool Kids Bike,1,1,0,20250304,20210304,4
2925,9431,569,45244,Cool Kids Bike,1,1,0,20250304,20210304,4
2926,9432,569,45244,Cool Kids Bike,1,1,0,20250304,20210304,4
2927,9433,186,58957,Cool Kids Bike,2,1,0,20280304,20210304,7
2928,9434,186,58957,Cool Kids Bike,1,1,0,20280304,20210304,7
2929,9435,16,45342,Cool Kids Bike,1,1,0,20230304,20210304,2
2930,9436,16,45342,Cool Kids Bike,2,1,0,20230304,20210304,2
2931,9437,515,52150,Wheel Chair,10,1,0,20210304,20210304,0
2932,9438,515,52150,Wheel Chair,9,1,0,20210304,20210304,0
2933,9439,515,52150,Wheel Chair,8,1,0,20210304,20210304,0
2934,9440,515,52150,Wheel Chair,7,1,0,20210304,20210304,0
2935,9441,515,52150,Wheel Chair,1,1,0,20210304,20210304,0
2936,9442,515,52150,Wheel Chair,3,1,0,20210304,20210304,0
2937,9443,515,52150,Wheel Chair,4,1,0,20210304,20210304,0
2938,9444,515,52150,Wheel Chair,2,1,0,20210304,20210304,0
2939,9445,515,52150,Wheel Chair,5,1,0,20210304,20210304,0
2940,9446,515,52150,Wheel Chair,6,1,0,20210304,20210304,0
2941,9447,16,48417,Cool Kids Bike,2,1,0,20280304,20210304,7
2942,9448,16,48417,Cool Kids Bike,1,1,0,20280304,20210304,7
2943,9449,570,54874,Wheel Chair,1,1,0,20250304,20210304,4
2944,9450,15,43878,Boring Kids Bike,1,1,0,20290304,20210304,8
2945,9451,16,43878,Cool Kids Bike,1,1,0,20290304,20210304,8
2946,9452,232,43878,Wheel Chair,1,1,0,20290304,20210304,8
2947,9453,498,56748,Wheel Chair,1,1,0,20290304,20210304,8
2948,9454,498,56748,Wheel Chair,1,1,0,20290304,20210304,8
2949,9455,498,56748,Wheel Chair,1,1,0,20290304,20210304,8
2950,9456,498,56748,Wheel Chair,1,1,0,20290304,20210304,8
2951,9457,263,4368,Cool Kids Bike,1,1,0,20290304,20210304,8
2952,9458,263,4368,Cool Kids Bike,1,1,0,20290304,20210304,8
2953,9459,263,4368,Cool Kids Bike,1,1,0,20290304,20210304,8
2954,9460,263,4368,Cool Kids Bike,1,1,0,20290304,20210304,8
2955,9461,254,48561,Cool Kids Bike,1,1,0,20220304,20210304,1
2956,9462,56,58789,Cool Kids Bike,2,1,0,20300304,20210304,9
2957,9463,56,58789,Cool Kids Bike,1,1,0,20300304,20210304,9
2958,9464,92,58789,Wheel Chair,1,1,0,20300304,20210304,9
2959,9465,44,4254,Cool Kids Bike,2,1,0,20250304,20210304,4
2960,9466,44,4254,Cool Kids Bike,1,1,0,20250304,20210304,4
2961,9467,10,62887,Wheel Chair,1,1,0,20280304,20210304,7
2962,9468,10,62887,Wheel Chair,1,1,0,20280304,20210304,7
2963,9469,33,53693,Boring Kids Bike,1,1,0,20240304,20210304,3
2964,9470,394,54638,Cool Kids Bike,1,1,0,20290304,20210304,8
2965,9471,284,51429,Wheel Chair,2,1,0,20300304,20210304,9
2966,9472,158,51429,Wheel Chair,1,1,0,20300304,20210304,9
2967,9473,158,51429,Wheel Chair,2,1,0,20300304,20210304,9
2968,9474,284,51429,Wheel Chair,1,1,0,20300304,20210304,9
2969,9475,288,43594,Wheel Chair,1,1,0,20250304,20210304,4
2970,9356,571,61490,Wheel Chair,1,1,0,20210303,20210303,0
2971,9357,572,58985,Wheel Chair,1,1,0,20260303,20210303,5
2972,9358,573,62091,Cool Kids Bike,1,1,0,20220303,20210303,1
2973,9359,574,56542,Cool Kids Bike,1,1,0,20230303,20210303,2
2974,9360,198,60732,Wheel Chair,1,1,0,20230303,20210303,2
2975,9361,575,58983,Wheel Chair,1,1,0,20240303,20210303,3
2976,9362,64,49774,Wheel Chair,1,1,0,20250303,20210303,4
2977,9363,1,49774,Cool Kids Bike,1,1,0,20250303,20210303,4
2978,9364,1,49774,Cool Kids Bike,2,1,0,20250303,20210303,4
2979,9365,515,52150,Wheel Chair,7,1,0,20210303,20210303,0
2980,9366,515,52150,Wheel Chair,8,1,0,20210303,20210303,0
2981,9367,6,48123,Cool Kids Bike,1,1,0,20240303,20210303,3
2982,9368,515,52150,Wheel Chair,1,1,0,20210303,20210303,0
2983,9369,515,52150,Wheel Chair,5,1,0,20210303,20210303,0
2984,9370,515,52150,Wheel Chair,9,1,0,20210303,20210303,0
2985,9371,515,52150,Wheel Chair,4,1,0,20210303,20210303,0
2986,9372,515,52150,Wheel Chair,3,1,0,20210303,20210303,0
2987,9373,515,52150,Wheel Chair,10,1,0,20210303,20210303,0
2988,9374,515,52150,Wheel Chair,2,1,0,20210303,20210303,0
2989,9375,515,52150,Wheel Chair,6,1,0,20210303,20210303,0
2990,9376,39,51053,Adult Mountain Bike,1,1,0,20240303,20210303,3
2991,9377,56,46487,Cool Kids Bike,1,1,0,20280303,20210303,7
2992,9378,56,46487,Cool Kids Bike,2,1,0,20280303,20210303,7
2993,9379,186,51053,Wheel Chair,2,1,0,20240303,20210303,3
2994,9380,186,51053,Wheel Chair,1,1,0,20240303,20210303,3
2995,9381,515,52150,Wheel Chair,1,1,0,20210303,20210303,0
2996,9382,515,52150,Wheel Chair,8,1,0,20210303,20210303,0
2997,9383,515,52150,Wheel Chair,2,1,0,20210303,20210303,0
